#{"t_start": 1696320823.1795056, "env_id": "PandaReach-v3"}
r,l,t,is_success
-2.0,3,129.209938,True
-2.0,3,129.232149,True
-1.0,2,129.246907,True
-1.0,2,129.262164,True
-1.0,2,129.277278,True
-1.0,2,129.29374,True
-2.0,3,129.316855,True
-2.0,3,129.338737,True
-2.0,3,129.359891,True
-2.0,3,129.383713,True
-1.0,2,129.398675,True
0.0,1,129.405924,True
-1.0,2,129.420743,True
-1.0,2,129.43726,True
-1.0,2,129.452591,True
-2.0,3,129.47398,True
-2.0,3,129.495872,True
-2.0,3,129.519823,True
-2.0,3,129.541414,True
-2.0,3,129.562863,True
-1.0,2,129.577131,True
-1.0,2,129.593621,True
-2.0,3,129.616682,True
-2.0,3,129.638274,True
-1.0,2,129.652304,True
-2.0,3,129.674937,True
0.0,1,129.683901,True
0.0,1,129.691044,True
-1.0,2,129.705905,True
-2.0,3,129.727503,True
-3.0,4,129.757566,True
-3.0,4,129.787212,True
-1.0,2,129.801122,True
-1.0,2,129.816855,True
0.0,1,129.824258,True
-2.0,3,129.846962,True
-1.0,2,129.861298,True
-1.0,2,129.876715,True
-2.0,3,129.898765,True
-2.0,3,129.921124,True
-3.0,4,129.948986,True
-2.0,3,129.972143,True
-2.0,3,129.994457,True
-2.0,3,130.015364,True
-2.0,3,130.036453,True
-3.0,4,130.066996,True
-2.0,3,130.090447,True
0.0,1,130.098804,True
-3.0,4,130.126773,True
-2.0,3,130.150495,True
-2.0,3,130.173218,True
0.0,1,130.180905,True
-2.0,3,130.201847,True
-2.0,3,130.226511,True
-2.0,3,130.249327,True
0.0,1,130.256489,True
-1.0,2,130.270402,True
-1.0,2,130.286689,True
-2.0,3,130.308398,True
-2.0,3,130.331141,True
-2.0,3,130.35247,True
-3.0,4,130.392603,True
-2.0,3,130.413992,True
-2.0,3,130.434779,True
-2.0,3,130.455999,True
-2.0,3,130.478746,True
-1.0,2,130.493683,True
-2.0,3,130.515929,True
-2.0,3,130.537743,True
-2.0,3,130.562903,True
-2.0,3,130.586392,True
-2.0,3,130.607849,True
-2.0,3,130.628794,True
-1.0,2,130.645771,True
-1.0,2,130.660914,True
-3.0,4,130.689459,True
-3.0,4,130.716922,True
-2.0,3,130.740902,True
-3.0,4,130.771039,True
-3.0,4,130.799206,True
-2.0,3,130.820035,True
-1.0,2,130.837333,True
-1.0,2,130.853985,True
0.0,1,130.862418,True
0.0,1,130.870614,True
-2.0,3,130.892726,True
-1.0,2,130.910005,True
-1.0,2,130.92426,True
0.0,1,130.933098,True
-1.0,2,130.950387,True
0.0,1,130.957824,True
-3.0,4,130.988103,True
-2.0,3,131.009059,True
-2.0,3,131.033775,True
-2.0,3,131.055625,True
-2.0,3,131.077395,True
-3.0,4,131.105143,True
-2.0,3,131.129447,True
-1.0,2,131.145138,True
-2.0,3,131.167674,True
-1.0,2,131.182672,True
-2.0,3,131.207148,True
-2.0,3,131.231311,True
-3.0,4,131.259169,True
-2.0,3,131.280105,True
-2.0,3,131.305671,True
-2.0,3,131.328399,True
-1.0,2,131.342558,True
-1.0,2,131.355917,True
0.0,1,131.363347,True
-4.0,5,131.403188,True
-3.0,4,131.431694,True
-3.0,4,131.459283,True
-1.0,2,131.475381,True
-3.0,4,131.50735,True
-2.0,3,131.529255,True
-3.0,4,131.557288,True
-3.0,4,131.588977,True
-3.0,4,131.61806,True
-3.0,4,131.645497,True
-3.0,4,131.672258,True
-1.0,2,131.689328,True
-3.0,4,131.719873,True
-2.0,3,131.741176,True
-3.0,4,131.769478,True
-3.0,4,131.800426,True
-2.0,3,131.824132,True
-1.0,2,131.839266,True
-2.0,3,131.860351,True
-2.0,3,131.884701,True
-1.0,2,131.900031,True
-2.0,3,131.921616,True
-3.0,4,131.94932,True
-2.0,3,131.974124,True
-2.0,3,131.998029,True
-3.0,4,132.026487,True
-3.0,4,132.054056,True
-2.0,3,132.077798,True
0.0,1,132.085848,True
-1.0,2,132.100102,True
-3.0,4,132.129114,True
-2.0,3,132.155355,True
-2.0,3,132.178551,True
-2.0,3,132.199566,True
-1.0,2,132.213712,True
-1.0,2,132.2304,True
-2.0,3,132.253084,True
-2.0,3,132.274856,True
-1.0,2,132.289128,True
0.0,1,132.296183,True
-1.0,2,132.311875,True
-1.0,2,132.32722,True
-3.0,4,132.356076,True
-3.0,4,132.387195,True
-2.0,3,132.408707,True
-2.0,3,132.429676,True
0.0,1,132.437196,True
-3.0,4,132.46845,True
-2.0,3,132.490533,True
-2.0,3,132.512652,True
-1.0,2,132.526474,True
-1.0,2,132.54147,True
-2.0,3,132.564596,True
-1.0,2,132.57866,True
-1.0,2,132.592815,True
-1.0,2,132.607939,True
-3.0,4,132.636942,True
-2.0,3,132.657998,True
0.0,1,132.665171,True
-1.0,2,132.680187,True
-1.0,2,132.696195,True
-1.0,2,132.711237,True
-3.0,4,132.739234,True
-2.0,3,132.762101,True
-2.0,3,132.785374,True
-2.0,3,132.80619,True
-3.0,4,132.834305,True
-1.0,2,132.849915,True
-2.0,3,132.87237,True
-2.0,3,132.89393,True
-1.0,2,132.907879,True
-2.0,3,132.931955,True
-2.0,3,132.954685,True
-3.0,4,132.982614,True
-1.0,2,132.996561,True
-3.0,4,133.026147,True
-2.0,3,133.047959,True
-2.0,3,133.069053,True
-2.0,3,133.09072,True
-2.0,3,133.116539,True
-2.0,3,133.138521,True
-2.0,3,133.160279,True
-2.0,3,133.181043,True
-2.0,3,133.204318,True
-3.0,4,133.233001,True
0.0,1,133.240236,True
-2.0,3,133.260914,True
-1.0,2,133.276513,True
-3.0,4,133.305916,True
-1.0,2,133.320495,True
-3.0,4,133.348059,True
-1.0,2,133.363775,True
-2.0,3,133.386571,True
-2.0,3,133.408373,True
-3.0,4,133.436256,True
-2.0,3,133.458704,True
-2.0,3,133.481478,True
0.0,1,133.488882,True
-3.0,4,133.517248,True
-3.0,4,133.547786,True
-2.0,3,133.570192,True
-1.0,2,133.584269,True
-1.0,2,133.598188,True
-1.0,2,133.614293,True
-1.0,2,133.628802,True
-1.0,2,133.643978,True
-2.0,3,133.66508,True
-3.0,4,133.695279,True
-3.0,4,133.725144,True
0.0,1,133.733451,True
-1.0,2,133.74762,True
-2.0,3,133.771447,True
-1.0,2,133.786498,True
-2.0,3,133.807187,True
-2.0,3,133.827918,True
-3.0,4,133.85812,True
-3.0,4,133.888305,True
-2.0,3,133.909135,True
-2.0,3,133.929993,True
-2.0,3,133.962234,True
0.0,1,133.972558,True
-1.0,2,133.987317,True
-3.0,4,134.01442,True
-1.0,2,134.03229,True
-3.0,4,134.065993,True
-2.0,3,134.087465,True
-1.0,2,134.101475,True
-2.0,3,134.123627,True
-1.0,2,134.139868,True
-2.0,3,134.161314,True
-1.0,2,134.175187,True
-3.0,4,134.205315,True
-2.0,3,134.228292,True
-2.0,3,134.249396,True
-1.0,2,134.263367,True
-2.0,3,134.286858,True
-2.0,3,134.309076,True
-2.0,3,134.330379,True
-1.0,2,134.344367,True
-2.0,3,134.370474,True
-2.0,3,134.39222,True
-1.0,2,134.406495,True
-1.0,2,134.420584,True
-2.0,3,134.443425,True
-1.0,2,134.457888,True
-2.0,3,134.480569,True
-2.0,3,134.50136,True
-2.0,3,134.52331,True
-3.0,4,134.551793,True
0.0,1,134.559001,True
-2.0,3,134.579936,True
-3.0,4,134.609559,True
-3.0,4,134.638815,True
-1.0,2,134.653055,True
-2.0,3,134.673636,True
-2.0,3,134.697909,True
-2.0,3,134.721305,True
-2.0,3,134.742569,True
-3.0,4,134.770067,True
-2.0,3,134.791865,True
-2.0,3,134.814492,True
-2.0,3,134.83578,True
0.0,1,134.842907,True
-2.0,3,134.865182,True
-1.0,2,134.879846,True
0.0,1,134.887758,True
-3.0,4,134.915915,True
0.0,1,134.923288,True
-1.0,2,134.938919,True
-2.0,3,134.961484,True
-2.0,3,134.982744,True
-1.0,2,134.999923,True
-2.0,3,135.02315,True
-3.0,4,135.051649,True
-2.0,3,135.071995,True
-1.0,2,135.087446,True
-2.0,3,135.109811,True
-1.0,2,135.129654,True
-3.0,4,135.157954,True
-2.0,3,135.180307,True
-1.0,2,135.195571,True
-2.0,3,135.21766,True
-3.0,4,135.245548,True
-1.0,2,135.260359,True
-3.0,4,135.290316,True
-2.0,3,135.312132,True
-2.0,3,135.334394,True
-3.0,4,135.366503,True
-2.0,3,135.38809,True
-1.0,2,135.402091,True
-2.0,3,135.42297,True
-1.0,2,135.439211,True
-2.0,3,135.461924,True
-3.0,4,135.49211,True
-3.0,4,135.520041,True
-1.0,2,135.537225,True
-3.0,4,135.571851,True
-3.0,4,135.600063,True
-1.0,2,135.614284,True
-2.0,3,135.639201,True
-1.0,2,135.654737,True
-1.0,2,135.669269,True
-3.0,4,135.697381,True
-2.0,3,135.721544,True
-2.0,3,135.743702,True
-2.0,3,135.76483,True
-1.0,2,135.778868,True
-3.0,4,135.80988,True
-2.0,3,135.831305,True
-2.0,3,135.852204,True
-3.0,4,135.880238,True
-2.0,3,135.903317,True
-1.0,2,135.918357,True
-2.0,3,135.939871,True
-2.0,3,135.961586,True
-1.0,2,135.977035,True
-3.0,4,136.00725,True
-2.0,3,136.029805,True
-3.0,4,136.057773,True
-1.0,2,136.07309,True
0.0,1,136.080598,True
-1.0,2,136.095564,True
-3.0,4,136.125108,True
-3.0,4,136.155649,True
0.0,1,136.16302,True
-1.0,2,136.178964,True
-2.0,3,136.200329,True
-3.0,4,136.230768,True
-2.0,3,136.252512,True
-3.0,4,136.281594,True
-2.0,3,136.302839,True
-1.0,2,136.318427,True
-3.0,4,136.348247,True
-1.0,2,136.362619,True
-2.0,3,136.383707,True
-2.0,3,136.406922,True
-3.0,4,136.437396,True
-2.0,3,136.458702,True
-1.0,2,136.473239,True
-2.0,3,136.495918,True
-3.0,4,136.525988,True
-2.0,3,136.547163,True
-1.0,2,136.561706,True
-2.0,3,136.584651,True
-2.0,3,136.607535,True
0.0,1,136.615893,True
-2.0,3,136.636745,True
-2.0,3,136.659365,True
-2.0,3,136.681967,True
-2.0,3,136.703821,True
-3.0,4,136.731816,True
-1.0,2,136.747716,True
-1.0,2,136.76288,True
-2.0,3,136.785238,True
-3.0,4,136.813726,True
-3.0,4,136.844233,True
-1.0,2,136.858448,True
-2.0,3,136.880406,True
-2.0,3,136.90134,True
0.0,1,136.909149,True
-3.0,4,136.940924,True
-2.0,3,136.963177,True
-1.0,2,136.977281,True
-3.0,4,137.018847,True
-2.0,3,137.040735,True
-2.0,3,137.061597,True
-1.0,2,137.075192,True
-1.0,2,137.090496,True
0.0,1,137.098287,True
-1.0,2,137.113163,True
-2.0,3,137.135327,True
-1.0,2,137.150749,True
-2.0,3,137.173919,True
-1.0,2,137.188888,True
-2.0,3,137.209988,True
-3.0,4,137.242548,True
-2.0,3,137.264546,True
-1.0,2,137.278339,True
-3.0,4,137.306345,True
-1.0,2,137.322419,True
-2.0,3,137.345159,True
-3.0,4,137.374549,True
-2.0,3,137.395758,True
-1.0,2,137.412426,True
-3.0,4,137.441632,True
-1.0,2,137.456219,True
-3.0,4,137.484393,True
-1.0,2,137.500453,True
0.0,1,137.508205,True
-1.0,2,137.524534,True
-2.0,3,137.550861,True
-2.0,3,137.575655,True
-2.0,3,137.601112,True
-2.0,3,137.624444,True
-2.0,3,137.650328,True
-2.0,3,137.674924,True
-2.0,3,137.70031,True
-1.0,2,137.717036,True
-2.0,3,137.738684,True
-2.0,3,137.76206,True
0.0,1,137.770019,True
-2.0,3,137.791843,True
-2.0,3,137.813111,True
-2.0,3,137.836251,True
-1.0,2,137.850928,True
-2.0,3,137.873153,True
-3.0,4,137.901728,True
-3.0,4,137.932464,True
0.0,1,137.93994,True
-2.0,3,137.961904,True
-2.0,3,137.98347,True
-2.0,3,138.007169,True
-1.0,2,138.022911,True
-3.0,4,138.052188,True
-3.0,4,138.080364,True
-1.0,2,138.09603,True
-1.0,2,138.111608,True
-1.0,2,138.126856,True
-3.0,4,138.154957,True
-2.0,3,138.177844,True
-2.0,3,138.20168,True
-2.0,3,138.223459,True
-3.0,4,138.252456,True
-3.0,4,138.285344,True
-1.0,2,138.301213,True
-2.0,3,138.323983,True
0.0,1,138.332203,True
-3.0,4,138.367471,True
0.0,1,138.374814,True
-1.0,2,138.390571,True
-3.0,4,138.421118,True
-2.0,3,138.446954,True
-1.0,2,138.463055,True
0.0,1,138.471198,True
-2.0,3,138.492997,True
-2.0,3,138.519248,True
-1.0,2,138.534561,True
-2.0,3,138.556979,True
-2.0,3,138.578096,True
-2.0,3,138.601147,True
-2.0,3,138.623774,True
-2.0,3,138.645224,True
0.0,1,138.652349,True
-2.0,3,138.675313,True
-3.0,4,138.705645,True
-3.0,4,138.733463,True
-2.0,3,138.75416,True
0.0,1,138.761707,True
-2.0,3,138.786326,True
0.0,1,138.794068,True
-3.0,4,138.823594,True
-2.0,3,138.84536,True
-2.0,3,138.866671,True
-1.0,2,138.880221,True
-1.0,2,138.893292,True
-2.0,3,138.913306,True
-1.0,2,138.927301,True
-3.0,4,138.953973,True
-2.0,3,138.973184,True
-3.0,4,139.000695,True
-2.0,3,139.020968,True
-1.0,2,139.034879,True
-2.0,3,139.054655,True
-3.0,4,139.082219,True
0.0,1,139.089286,True
-3.0,4,139.117159,True
-3.0,4,139.143341,True
-1.0,2,139.15827,True
-2.0,3,139.17882,True
-2.0,3,139.199366,True
0.0,1,139.206032,True
-3.0,4,139.233723,True
-1.0,2,139.247604,True
-3.0,4,139.273611,True
0.0,1,139.280191,True
-2.0,3,139.301089,True
-3.0,4,139.333429,True
-3.0,4,139.361908,True
0.0,1,139.369501,True
-2.0,3,139.394671,True
-3.0,4,139.426116,True
-2.0,3,139.44888,True
-2.0,3,139.472554,True
-2.0,3,139.498333,True
-1.0,2,139.514232,True
-3.0,4,139.545713,True
-1.0,2,139.560387,True
-2.0,3,139.584165,True
-2.0,3,139.606835,True
-2.0,3,139.628698,True
-2.0,3,139.649009,True
0.0,1,139.656445,True
-2.0,3,139.679152,True
-3.0,4,139.707922,True
-2.0,3,139.728853,True
-2.0,3,139.753517,True
-3.0,4,139.783537,True
-3.0,4,139.810793,True
-2.0,3,139.831198,True
-2.0,3,139.855599,True
-2.0,3,139.877894,True
-3.0,4,139.906302,True
-2.0,3,139.931508,True
-3.0,4,139.96401,True
-2.0,3,139.986087,True
-2.0,3,140.007109,True
-3.0,4,140.034535,True
-3.0,4,140.067015,True
0.0,1,140.074691,True
-2.0,3,140.09856,True
-2.0,3,140.119918,True
-2.0,3,140.151877,True
-2.0,3,140.174649,True
-4.0,5,140.209245,True
-1.0,2,140.223132,True
-3.0,4,140.255149,True
0.0,1,140.262535,True
-1.0,2,140.277974,True
-1.0,2,140.291867,True
-2.0,3,140.316071,True
-3.0,4,140.345281,True
-4.0,5,140.379901,True
-2.0,3,140.400992,True
-2.0,3,140.426324,True
-2.0,3,140.448534,True
-2.0,3,140.47081,True
-2.0,3,140.491779,True
0.0,1,140.499898,True
0.0,1,140.509455,True
-2.0,3,140.534457,True
-1.0,2,140.549371,True
-1.0,2,140.565381,True
-3.0,4,140.594987,True
-1.0,2,140.609138,True
-1.0,2,140.62339,True
0.0,1,140.630611,True
-2.0,3,140.655594,True
-3.0,4,140.685506,True
-2.0,3,140.706111,True
-3.0,4,140.739351,True
-1.0,2,140.754802,True
-1.0,2,140.769238,True
-1.0,2,140.783439,True
-1.0,2,140.799984,True
-1.0,2,140.815025,True
-2.0,3,140.836009,True
-1.0,2,140.849884,True
-3.0,4,140.883473,True
-1.0,2,140.897861,True
0.0,1,140.905219,True
0.0,1,140.91223,True
-2.0,3,140.935734,True
-2.0,3,140.957836,True
-3.0,4,140.987745,True
-3.0,4,141.015364,True
-1.0,2,141.031964,True
0.0,1,141.039644,True
-3.0,4,141.070423,True
-2.0,3,141.091628,True
-1.0,2,141.1091,True
-1.0,2,141.124577,True
-2.0,3,141.146067,True
-3.0,4,141.173918,True
-2.0,3,141.198299,True
-3.0,4,141.228127,True
-3.0,4,141.256193,True
-2.0,3,141.277014,True
-1.0,2,141.294543,True
-1.0,2,141.309958,True
-2.0,3,141.331422,True
-2.0,3,141.351984,True
-1.0,2,141.369935,True
-2.0,3,141.393579,True
-1.0,2,141.40841,True
-1.0,2,141.422824,True
-3.0,4,141.455414,True
-1.0,2,141.471405,True
-2.0,3,141.493188,True
-1.0,2,141.50733,True
-2.0,3,141.531171,True
-2.0,3,141.554114,True
-2.0,3,141.575626,True
-2.0,3,141.596307,True
0.0,1,141.603352,True
-1.0,2,141.620292,True
-2.0,3,141.641317,True
-1.0,2,141.656552,True
-2.0,3,141.680659,True
-1.0,2,141.697024,True
-2.0,3,141.7193,True
-1.0,2,141.733495,True
-3.0,4,141.766572,True
-2.0,3,141.788331,True
-3.0,4,141.816127,True
-2.0,3,141.836974,True
-4.0,5,141.876148,True
-2.0,3,141.900175,True
-1.0,2,141.915119,True
-2.0,3,141.938102,True
-1.0,2,141.957235,True
-3.0,4,141.991561,True
-2.0,3,142.0172,True
-2.0,3,142.038552,True
-2.0,3,142.064644,True
-2.0,3,142.088845,True
0.0,1,142.096729,True
-2.0,3,142.124746,True
-1.0,2,142.142063,True
-1.0,2,142.158604,True
-3.0,4,142.190098,True
-2.0,3,142.212604,True
-3.0,4,142.247247,True
-1.0,2,142.262545,True
-3.0,4,142.291528,True
-3.0,4,142.319935,True
-3.0,4,142.353549,True
-3.0,4,142.381549,True
-1.0,2,142.395166,True
-2.0,3,142.416009,True
-3.0,4,142.447574,True
-3.0,4,142.476511,True
-1.0,2,142.490493,True
-1.0,2,142.505445,True
-1.0,2,142.521404,True
-2.0,3,142.543453,True
-2.0,3,142.564008,True
0.0,1,142.571154,True
-2.0,3,142.594849,True
-2.0,3,142.617597,True
-2.0,3,142.639831,True
-1.0,2,142.655473,True
-3.0,4,142.685869,True
-1.0,2,142.700561,True
-3.0,4,142.72979,True
-1.0,2,142.743541,True
-2.0,3,142.766704,True
-3.0,4,142.796115,True
-2.0,3,142.817949,True
-1.0,2,142.832173,True
0.0,1,142.839834,True
-1.0,2,142.855868,True
-2.0,3,142.878903,True
-3.0,4,142.907156,True
-1.0,2,142.923001,True
-2.0,3,142.945243,True
-3.0,4,142.976362,True
-3.0,4,143.004756,True
-2.0,3,143.027752,True
-1.0,2,143.042319,True
-2.0,3,143.064393,True
-1.0,2,143.079047,True
-1.0,2,143.094778,True
-1.0,2,143.109664,True
-3.0,4,143.1389,True
-2.0,3,143.160052,True
-2.0,3,143.18391,True
-1.0,2,143.198885,True
-2.0,3,143.2209,True
-2.0,3,143.241668,True
-3.0,4,143.277854,True
-2.0,3,143.302245,True
-1.0,2,143.31619,True
0.0,1,143.323468,True
-3.0,4,143.354188,True
-2.0,3,143.376539,True
-1.0,2,143.390779,True
-2.0,3,143.411873,True
-3.0,4,143.441789,True
-1.0,2,143.457049,True
-2.0,3,143.479008,True
-2.0,3,143.500053,True
-1.0,2,143.515891,True
-3.0,4,143.546329,True
-3.0,4,143.57472,True
-2.0,3,143.595435,True
-1.0,2,143.61199,True
-2.0,3,143.634681,True
-3.0,4,143.663781,True
-2.0,3,143.684731,True
-3.0,4,143.716312,True
-1.0,2,143.730983,True
-3.0,4,143.759425,True
0.0,1,143.766586,True
0.0,1,143.774173,True
-2.0,3,143.798257,True
-3.0,4,143.82563,True
-2.0,3,143.845974,True
-1.0,2,143.861636,True
-1.0,2,143.876562,True
-1.0,2,143.890784,True
-1.0,2,143.905332,True
-2.0,3,143.928943,True
-1.0,2,143.944238,True
-2.0,3,143.96629,True
-3.0,4,143.994166,True
-1.0,2,144.009673,True
-3.0,4,144.040482,True
-1.0,2,144.0566,True
-2.0,3,144.078058,True
-2.0,3,144.10063,True
-2.0,3,144.122764,True
-2.0,3,144.144612,True
-2.0,3,144.165669,True
-2.0,3,144.189224,True
-2.0,3,144.212153,True
-3.0,4,144.24091,True
-2.0,3,144.262683,True
-1.0,2,144.278146,True
-1.0,2,144.293125,True
-1.0,2,144.307775,True
-2.0,3,144.329837,True
0.0,1,144.337504,True
-2.0,3,144.362236,True
-1.0,2,144.377674,True
-1.0,2,144.392149,True
0.0,1,144.399881,True
-1.0,2,144.417326,True
-2.0,3,144.440088,True
-1.0,2,144.454458,True
0.0,1,144.461903,True
-1.0,2,144.478989,True
-1.0,2,144.495178,True
-1.0,2,144.510987,True
-1.0,2,144.52681,True
-2.0,3,144.55063,True
0.0,1,144.558509,True
-2.0,3,144.580669,True
-1.0,2,144.597538,True
-3.0,4,144.628377,True
-2.0,3,144.649494,True
-3.0,4,144.6769,True
-1.0,2,144.692703,True
-2.0,3,144.716865,True
-2.0,3,144.738724,True
-3.0,4,144.766271,True
-1.0,2,144.782198,True
-1.0,2,144.797459,True
-2.0,3,144.819093,True
-2.0,3,144.84012,True
-3.0,4,144.871946,True
-3.0,4,144.902597,True
-2.0,3,144.92426,True
-2.0,3,144.945339,True
-2.0,3,144.969334,True
-1.0,2,144.984446,True
-2.0,3,145.005327,True
-3.0,4,145.031156,True
-2.0,3,145.05411,True
-1.0,2,145.068326,True
-2.0,3,145.088836,True
-3.0,4,145.115057,True
-1.0,2,145.129535,True
-1.0,2,145.144698,True
-1.0,2,145.158219,True
-3.0,4,145.185167,True
-2.0,3,145.207364,True
-1.0,2,145.223015,True
-2.0,3,145.243574,True
-3.0,4,145.269268,True
-3.0,4,145.297512,True
-1.0,2,145.311382,True
-2.0,3,145.331016,True
-1.0,2,145.343934,True
0.0,1,145.350746,True
-3.0,4,145.378577,True
-2.0,3,145.399618,True
-2.0,3,145.419843,True
-1.0,2,145.434697,True
-2.0,3,145.456739,True
-2.0,3,145.477054,True
-2.0,3,145.496524,True
-3.0,4,145.528438,True
-2.0,3,145.55116,True
-2.0,3,145.572283,True
-2.0,3,145.593235,True
-1.0,2,145.609132,True
-1.0,2,145.624218,True
-4.0,5,145.660712,True
-2.0,3,145.682002,True
-1.0,2,145.697075,True
-2.0,3,145.719886,True
-1.0,2,145.734684,True
0.0,1,145.741917,True
-1.0,2,145.757969,True
-3.0,4,145.78813,True
-2.0,3,145.809073,True
-1.0,2,145.823607,True
-2.0,3,145.848441,True
-4.0,5,145.886092,True
0.0,1,145.893352,True
-2.0,3,145.915013,True
-3.0,4,145.946116,True
-1.0,2,145.961517,True
-1.0,2,145.976252,True
-2.0,3,145.997168,True
-3.0,4,146.028527,True
-2.0,3,146.051112,True
-3.0,4,146.079403,True
-2.0,3,146.100289,True
-2.0,3,146.124109,True
-2.0,3,146.147576,True
-2.0,3,146.170158,True
-1.0,2,146.184174,True
-3.0,4,146.215609,True
-2.0,3,146.236801,True
-3.0,4,146.264096,True
-2.0,3,146.285283,True
-3.0,4,146.317147,True
-2.0,3,146.339556,True
-1.0,2,146.353755,True
-2.0,3,146.374018,True
-2.0,3,146.39783,True
-3.0,4,146.427765,True
-1.0,2,146.442095,True
-2.0,3,146.462504,True
-3.0,4,146.5016,True
-2.0,3,146.523692,True
-3.0,4,146.55119,True
-1.0,2,146.565274,True
-3.0,4,146.596792,True
-3.0,4,146.626274,True
-1.0,2,146.640417,True
-3.0,4,146.668091,True
-2.0,3,146.690735,True
-2.0,3,146.713068,True
-3.0,4,146.741687,True
0.0,1,146.748882,True
-1.0,2,146.765327,True
-2.0,3,146.78813,True
-3.0,4,146.818285,True
-2.0,3,146.839265,True
-2.0,3,146.86158,True
-3.0,4,146.890233,True
-3.0,4,146.918621,True
-2.0,3,146.938996,True
-3.0,4,146.968133,True
0.0,1,146.975446,True
-2.0,3,146.998313,True
-1.0,2,147.012442,True
-1.0,2,147.028681,True
-1.0,2,147.044349,True
-1.0,2,147.05838,True
-3.0,4,147.086762,True
-3.0,4,147.120696,True
-2.0,3,147.142771,True
-2.0,3,147.164219,True
-3.0,4,147.191966,True
-2.0,3,147.214663,True
-1.0,2,147.229236,True
-3.0,4,147.258506,True
-1.0,2,147.272538,True
-2.0,3,147.295371,True
-2.0,3,147.318367,True
-1.0,2,147.332781,True
-2.0,3,147.353728,True
-1.0,2,147.368976,True
-2.0,3,147.390893,True
-2.0,3,147.413257,True
-2.0,3,147.434814,True
-3.0,4,147.463708,True
-2.0,3,147.48427,True
-3.0,4,147.510079,True
-1.0,2,147.522967,True
-2.0,3,147.543427,True
-3.0,4,147.570994,True
-2.0,3,147.590705,True
-2.0,3,147.609945,True
-2.0,3,147.630697,True
0.0,1,147.638333,True
-2.0,3,147.658274,True
-1.0,2,147.671905,True
-2.0,3,147.69222,True
-2.0,3,147.71225,True
0.0,1,147.719789,True
